source,target,relation
fritillaria_purdyi,C3_orthotrope,has_trait
fritillaria,fritillaria_reygassii,has_species
fritillaria_reygassii,C3_orthotrope,has_trait
fritillaria,fritillaria_striata,has_species
fritillaria_striata,C3_orthotrope,has_trait
fritillaria,fritillaria_succulenta,has_species
fritillaria_succulenta,C3_orthotrope,has_trait
fritillaria,fritillaria_uva-vulpis,has_species
fritillaria_uva-vulpis,C8_plagiotrope,has_trait
fritillaria,fritillaria_viridea,has_species
fritillaria_viridea,C3_orthotrope,has_trait
fuchsia,fuchsia_aprica,has_species
fuchsia_aprica,C3_orthotrope,has_trait
fuchsia,fuchsia_chiapensis,has_species
fuchsia_chiapensis,C3_orthotrope,has_trait
fuchsia,fuchsia_gracilis,has_species
fuchsia_gracilis,C3_orthotrope,has_trait
fuchsia,fuchsia_hemsleyana,has_species
fuchsia_hemsleyana,C3_orthotrope,has_trait
fuchsia,fuchsia_heterotricha,has_species
fuchsia_heterotricha,C3_orthotrope,has_trait
fuchsia,fuchsia_kirkii,has_species
fuchsia_kirkii,C1_rampant,has_trait
fuchsia,fuchsia_microphylla,has_species
fuchsia_microphylla,C3_orthotrope,has_trait
fuchsia,fuchsia_mixta,has_species
fuchsia_mixta,C3_orthotrope,has_trait
fuchsia,fuchsia_notarisii,has_species
fuchsia_notarisii,C3_orthotrope,has_trait
fuchsia,fuchsia_procumbens,has_species
fuchsia_procumbens,C1_rampant,has_trait
fuchsia,fuchsia_prostrata,has_species
fuchsia_prostrata,C1_rampant,has_trait
fuchsia,fuchsia_pulchella,has_species
fuchsia_pulchella,C3_orthotrope,has_trait
fuchsia,fuchsia_uniflora,has_species
fuchsia_uniflora,C3_orthotrope,has_trait
fumaria,fumaria_muralis,has_species
fumaria_muralis,C3_orthotrope,has_trait
fumaria,fumaria_purpurea,has_species
fumaria_purpurea,C3_orthotrope,has_trait
funastrum,funastrum_utahense,has_species
funastrum_utahense,C2_volubile,has_trait
gaertneria,gaertneria_acanthicarpa,has_species
gaertneria_acanthicarpa,C3_orthotrope,has_trait
gaertneria,gaertneria_hookeriana,has_species
gaertneria_hookeriana,C3_orthotrope,has_trait
gaertneria,gaertneria_tenuifolia,has_species
gaertneria_tenuifolia,C3_orthotrope,has_trait
gagea,gagea_belgica,has_species
gagea_belgica,C3_orthotrope,has_trait
gagea,gagea_juliae,has_species
gagea_juliae,C3_orthotrope,has_trait
gagea,gagea_spathacea,has_species
gagea_spathacea,C3_orthotrope,has_trait
gahnia,gahnia_grandis,has_species
gahnia_grandis,C2_volubile,has_trait
gahnia_grandis,C3_orthotrope,has_trait
gahnia,gahnia_trifida,has_species
gahnia_trifida,C3_orthotrope,has_trait
gaillardia,gaillardia_aristata,has_species
gaillardia_aristata,C3_orthotrope,has_trait
gaillardia,gaillardia_bracteosa,has_species
gaillardia_bracteosa,C3_orthotrope,has_trait
gaillardia,gaillardia_hallii,has_species
gaillardia_hallii,C3_orthotrope,has_trait
gaillardia,gaillardia_perennis,has_species
gaillardia_perennis,C3_orthotrope,has_trait
gaillardia,gaillardia_richardsonii,has_species
gaillardia_richardsonii,C3_orthotrope,has_trait
gaillardia,gaillardia_roemeriana,has_species
gaillardia_roemeriana,C1_rampant,has_trait
gaillardia,gaillardia_rustica,has_species
gaillardia_rustica,C3_orthotrope,has_trait
galactia,galactia_smallii,has_species
galactia_smallii,C1_rampant,has_trait
galactia_smallii,C3_orthotrope,has_trait
galactites,galactites_tomentosa,has_species
galactites_tomentosa,C3_orthotrope,has_trait
galactites,galactites_tomentosus,has_species
galactites_tomentosus,C3_orthotrope,has_trait
galanthus,galanthus_nivalis,has_species
galanthus_nivalis,C3_orthotrope,has_trait
galium,galium_album,has_species
galium_album,C3_orthotrope,has_trait
galium,galium_anglicum,has_species
galium_anglicum,C3_orthotrope,has_trait
galium,galium_antarcticum,has_species
galium_antarcticum,C1_rampant,has_trait
galium_antarcticum,C3_orthotrope,has_trait
galium,galium_bolanderi,has_species
galium_bolanderi,C3_orthotrope,has_trait
galium,galium_catalinense,has_species
galium_catalinense,C3_orthotrope,has_trait
galium,galium_cliftonsmithii,has_species
galium_cliftonsmithii,C3_orthotrope,has_trait
galium,galium_divaricatum,has_species
galium_divaricatum,C1_rampant,has_trait
galium,galium_erectum,has_species
galium_erectum,C3_orthotrope,has_trait
galium,galium_glabrescens,has_species
galium_glabrescens,C3_orthotrope,has_trait
galium,galium_grande,has_species
galium_grande,C3_orthotrope,has_trait
galium,galium_grayanum,has_species
galium_grayanum,C1_rampant,has_trait
galium,galium_multiflorum,has_species
galium_multiflorum,C3_orthotrope,has_trait
galium,galium_obliquum,has_species
galium_obliquum,C3_orthotrope,has_trait
galium,galium_odoratum,has_species
galium_odoratum,C9_submergé,has_trait
galium,galium_parisiense,has_species
galium_parisiense,C3_orthotrope,has_trait
galium,galium_parvifolium,has_species
galium_parvifolium,C1_rampant,has_trait
galium,galium_porrigens,has_species
galium_porrigens,C3_orthotrope,has_trait
galium,galium_serpenticum,has_species
galium_serpenticum,C3_orthotrope,has_trait
galium,galium_sherardia,has_species
galium_sherardia,C1_rampant,has_trait
galium,galium_sparsiflorum,has_species
galium_sparsiflorum,C3_orthotrope,has_trait
galium,galium_sylvestre,has_species
galium_sylvestre,C3_orthotrope,has_trait
galium,galium_tricornutum,has_species
galium_tricornutum,C1_rampant,has_trait
galium_tricornutum,C3_orthotrope,has_trait
galtonia,galtonia_viridiflora,has_species
galtonia_viridiflora,C3_orthotrope,has_trait
gambelia,gambelia_juncea,has_species
gambelia_juncea,C1_rampant,has_trait
gambelia_juncea,C3_orthotrope,has_trait
garberia,garberia_heterophylla,has_species
garberia_heterophylla,C3_orthotrope,has_trait
gasteria,gasteria_pulchra,has_species
gasteria_pulchra,C3_orthotrope,has_trait
gastrochilus,gastrochilus_longifolius,has_species
gastrochilus_longifolius,C6_robuste,has_trait
gastrodia,gastrodia_crebriflora,has_species
gastrodia_crebriflora,C8_plagiotrope,has_trait
gastrodia,gastrodia_lacista,has_species
gastrodia_lacista,C8_plagiotrope,has_trait
gastrodia,gastrodia_procera,has_species
gastrodia_procera,C6_robuste,has_trait
gastrodia,gastrodia_sesamoides,has_species
gastrodia_sesamoides,C1_rampant,has_trait
gastrodia_sesamoides,C8_plagiotrope,has_trait
gastrodia,gastrodia_vescula,has_species
gastrodia_vescula,C8_plagiotrope,has_trait
gastrolobium,gastrolobium_trilobum,has_species
gastrolobium_trilobum,C1_rampant,has_trait
gaudium,gaudium_divaricatum,has_species
gaudium_divaricatum,C3_orthotrope,has_trait
gaudium,gaudium_venustum,has_species
gaudium_venustum,C1_rampant,has_trait
gaultheria,gaultheria_adenothrix,has_species
gaultheria_adenothrix,C1_rampant,has_trait
gaultheria,gaultheria_appressa,has_species
gaultheria_appressa,C1_rampant,has_trait
gaultheria_appressa,C3_orthotrope,has_trait
gaultheria,gaultheria_hispidula,has_species
gaultheria_hispidula,C1_rampant,has_trait
gaura,gaura_heterandra,has_species
gaura_heterandra,C3_orthotrope,has_trait
gaura,gaura_lindheimeri,has_species
gaura_lindheimeri,C1_rampant,has_trait
gazania,gazania_maritima,has_species
gazania_maritima,C1_rampant,has_trait
geboscon,geboscon_bivalve,has_species
geboscon_bivalve,C3_orthotrope,has_trait
geboscon,geboscon_geminatum,has_species
geboscon_geminatum,C3_orthotrope,has_trait
geboscon,geboscon_striatum,has_species
geboscon_striatum,C3_orthotrope,has_trait
geissorhiza,geissorhiza_melanthera,has_species
geissorhiza_melanthera,C3_orthotrope,has_trait
gelsemium,gelsemium_lucidum,has_species
gelsemium_lucidum,C3_orthotrope,has_trait
gelsemium,gelsemium_nitidum,has_species
gelsemium_nitidum,C3_orthotrope,has_trait
gemmingia,gemmingia_chinensis,has_species
gemmingia_chinensis,C3_orthotrope,has_trait
geniosporum,geniosporum_tenuiflorum,has_species
geniosporum_tenuiflorum,C3_orthotrope,has_trait
geniostoma,geniostoma_helleri,has_species
geniostoma_helleri,C3_orthotrope,has_trait
genista,genista_germanica,has_species
genista_germanica,C1_rampant,has_trait
genista_germanica,C3_orthotrope,has_trait
genista_germanica,C6_robuste,has_trait
genoplesium,genoplesium_acuminatum,has_species
genoplesium_acuminatum,C1_rampant,has_trait
genoplesium,genoplesium_alticola,has_species
genoplesium_alticola,C1_rampant,has_trait
genoplesium,genoplesium_anthracinum,has_species
genoplesium_anthracinum,C1_rampant,has_trait
genoplesium,genoplesium_apostasioides,has_species
genoplesium_apostasioides,C1_rampant,has_trait
genoplesium,genoplesium_archeri,has_species
genoplesium_archeri,C1_rampant,has_trait
genoplesium,genoplesium_arrectum,has_species
genoplesium_arrectum,C1_rampant,has_trait
genoplesium,genoplesium_bishopii,has_species
genoplesium_bishopii,C1_rampant,has_trait
genoplesium,genoplesium_brachystachyum,has_species
genoplesium_brachystachyum,C1_rampant,has_trait
genoplesium,genoplesium_capparinum,has_species
genoplesium_capparinum,C1_rampant,has_trait
genoplesium,genoplesium_carectum,has_species
genoplesium_carectum,C1_rampant,has_trait
genoplesium,genoplesium_citriodorum,has_species
genoplesium_citriodorum,C1_rampant,has_trait
genoplesium,genoplesium_clivicola,has_species
genoplesium_clivicola,C1_rampant,has_trait
genoplesium,genoplesium_confertum,has_species
genoplesium_confertum,C1_rampant,has_trait
genoplesium,genoplesium_cornutum,has_species
genoplesium_cornutum,C1_rampant,has_trait
genoplesium,genoplesium_cranei,has_species
genoplesium_cranei,C1_rampant,has_trait
genoplesium,genoplesium_cuspidatum,has_species
genoplesium_cuspidatum,C1_rampant,has_trait
genoplesium,genoplesium_despectans,has_species
genoplesium_despectans,C1_rampant,has_trait
genoplesium,genoplesium_ectopum,has_species
genoplesium_ectopum,C1_rampant,has_trait
genoplesium,genoplesium_eriochilum,has_species
genoplesium_eriochilum,C1_rampant,has_trait
genoplesium,genoplesium_firthii,has_species
genoplesium_firthii,C1_rampant,has_trait
genoplesium,genoplesium_laminatum,has_species
genoplesium_laminatum,C1_rampant,has_trait
genoplesium,genoplesium_littorale,has_species
genoplesium_littorale,C1_rampant,has_trait
genoplesium,genoplesium_morinum,has_species
genoplesium_morinum,C1_rampant,has_trait
genoplesium,genoplesium_morrisii,has_species
genoplesium_morrisii,C1_rampant,has_trait
genoplesium,genoplesium_mucronatum,has_species
genoplesium_mucronatum,C1_rampant,has_trait
genoplesium,genoplesium_nudiscapum,has_species
genoplesium_nudiscapum,C1_rampant,has_trait
genoplesium,genoplesium_nudum,has_species
genoplesium_nudum,C1_rampant,has_trait
genoplesium,genoplesium_pedersonii,has_species
genoplesium_pedersonii,C1_rampant,has_trait
genoplesium,genoplesium_psammophilum,has_species
genoplesium_psammophilum,C1_rampant,has_trait
genoplesium,genoplesium_pumilum,has_species
genoplesium_pumilum,C1_rampant,has_trait
genoplesium,genoplesium_rhyoliticum,has_species
genoplesium_rhyoliticum,C1_rampant,has_trait
genoplesium,genoplesium_rufum,has_species
genoplesium_rufum,C8_plagiotrope,has_trait
genoplesium,genoplesium_ruppii,has_species
genoplesium_ruppii,C1_rampant,has_trait
genoplesium,genoplesium_sagittiferum,has_species
genoplesium_sagittiferum,C1_rampant,has_trait
genoplesium,genoplesium_sigmoideum,has_species
genoplesium_sigmoideum,C1_rampant,has_trait
genoplesium,genoplesium_stephensonii,has_species
genoplesium_stephensonii,C1_rampant,has_trait
genoplesium,genoplesium_tectum,has_species
genoplesium_tectum,C1_rampant,has_trait
genoplesium,genoplesium_tenellum,has_species
genoplesium_tenellum,C1_rampant,has_trait
genoplesium,genoplesium_trifidum,has_species
genoplesium_trifidum,C1_rampant,has_trait
genoplesium,genoplesium_turfosum,has_species
genoplesium_turfosum,C1_rampant,has_trait
genoplesium,genoplesium_validum,has_species
genoplesium_validum,C1_rampant,has_trait
genoplesium,genoplesium_woollsii,has_species
genoplesium_woollsii,C8_plagiotrope,has_trait
gentiana,gentiana_bisetaea,has_species
gentiana_bisetaea,C1_rampant,has_trait
gentiana,gentiana_campestris,has_species
gentiana_campestris,C3_orthotrope,has_trait
gentiana,gentiana_cruciata,has_species
gentiana_cruciata,C1_rampant,has_trait
gentiana_cruciata,C3_orthotrope,has_trait
gentiana,gentiana_menziesii,has_species
gentiana_menziesii,C3_orthotrope,has_trait
gentiana,gentiana_nutans,has_species
gentiana_nutans,C1_rampant,has_trait
gentiana_nutans,C3_orthotrope,has_trait
gentiana,gentiana_prostrata,has_species
gentiana_prostrata,C1_rampant,has_trait
gentiana_prostrata,C3_orthotrope,has_trait
gentiana,gentiana_setigera,has_species
gentiana_setigera,C1_rampant,has_trait
gentiana,gentiana_sino-ornata,has_species
gentiana_sino-ornata,C1_rampant,has_trait
gentianella,gentianella_bellidifolia,has_species
gentianella_bellidifolia,C3_orthotrope,has_trait
gentianella_bellidifolia,C8_plagiotrope,has_trait
gentianopsis,gentianopsis_holopetala,has_species
gentianopsis_holopetala,C3_orthotrope,has_trait
geogenanthus,geogenanthus_poeppigii,has_species
geogenanthus_poeppigii,C1_rampant,has_trait
geranium,geranium_aculeolatum,has_species
geranium_aculeolatum,C1_rampant,has_trait
geranium_aculeolatum,C3_orthotrope,has_trait
geranium,geranium_cantabrigiense,has_species
geranium_cantabrigiense,C1_rampant,has_trait
geranium,geranium_carolinianum,has_species
geranium_carolinianum,C3_orthotrope,has_trait
geranium,geranium_cicutarium,has_species
geranium_cicutarium,C1_rampant,has_trait
geranium_cicutarium,C3_orthotrope,has_trait
geranium,geranium_libani,has_species
geranium_libani,C3_orthotrope,has_trait
geranium,geranium_sanguineum,has_species
geranium_sanguineum,C1_rampant,has_trait
geranium_sanguineum,C3_orthotrope,has_trait
geranium,geranium_vulcanicola,has_species
geranium_vulcanicola,C1_rampant,has_trait
geranium_vulcanicola,C8_plagiotrope,has_trait
getonia,getonia_floribunda,has_species
getonia_floribunda,C3_orthotrope,has_trait
geum,geum_radiatum,has_species
geum_radiatum,C1_rampant,has_trait
geum_radiatum,C3_orthotrope,has_trait
gibasis,gibasis_pellucida,has_species
gibasis_pellucida,C1_rampant,has_trait
gilia,gilia_achilleifolia,has_species
gilia_achilleifolia,C3_orthotrope,has_trait
gilia,gilia_aggregata,has_species
gilia_aggregata,C3_orthotrope,has_trait
gilia,gilia_aliquanta,has_species
gilia_aliquanta,C1_rampant,has_trait
gilia,gilia_australis,has_species
gilia_australis,C3_orthotrope,has_trait
gilia,gilia_cana,has_species
gilia_cana,C1_rampant,has_trait
gilia,gilia_clivorum,has_species
gilia_clivorum,C3_orthotrope,has_trait
gilia,gilia_clokeyi,has_species
gilia_clokeyi,C3_orthotrope,has_trait
gilia,gilia_diegensis,has_species
gilia_diegensis,C3_orthotrope,has_trait
gilia,gilia_inconspicua,has_species
gilia_inconspicua,C1_rampant,has_trait
gilia,gilia_latimeri,has_species
gilia_latimeri,C3_orthotrope,has_trait
gilia,gilia_leptantha,has_species
gilia_leptantha,C3_orthotrope,has_trait
gilia,gilia_malior,has_species
gilia_malior,C1_rampant,has_trait
gilia,gilia_minor,has_species
gilia_minor,C1_rampant,has_trait
gilia,gilia_nevinii,has_species
gilia_nevinii,C3_orthotrope,has_trait
gilia,gilia_scopulorum,has_species
gilia_scopulorum,C3_orthotrope,has_trait
gilia,gilia_sinuata,has_species
gilia_sinuata,C3_orthotrope,has_trait
gilia,gilia_splendens,has_species
gilia_splendens,C3_orthotrope,has_trait
gilia,gilia_stellata,has_species
gilia_stellata,C3_orthotrope,has_trait
gillenia,gillenia_trifoliata,has_species
gillenia_trifoliata,C3_orthotrope,has_trait
githopsis,githopsis_pulchella,has_species
githopsis_pulchella,C3_orthotrope,has_trait
gladiolus,gladiolus_alatus,has_species
gladiolus_alatus,C3_orthotrope,has_trait
gladiolus,gladiolus_italicus,has_species
gladiolus_italicus,C3_orthotrope,has_trait
gladiolus,gladiolus_nanus,has_species
gladiolus_nanus,C1_rampant,has_trait
gladiolus,gladiolus_palustris,has_species
gladiolus_palustris,C3_orthotrope,has_trait
gladiolus,gladiolus_segetum,has_species
gladiolus_segetum,C3_orthotrope,has_trait
glandularia,glandularia_gooddingii,has_species
glandularia_gooddingii,C3_orthotrope,has_trait
glandularia_gooddingii,C8_plagiotrope,has_trait
glandularia,glandularia_lilacina,has_species
glandularia_lilacina,C3_orthotrope,has_trait
glandularia,glandularia_pulchella,has_species
glandularia_pulchella,C3_orthotrope,has_trait
glandularia_pulchella,C8_plagiotrope,has_trait
glandularia,glandularia_setacea,has_species
glandularia_setacea,C3_orthotrope,has_trait
glandularia,glandularia_tenera,has_species
glandularia_tenera,C3_orthotrope,has_trait
glandularia_tenera,C8_plagiotrope,has_trait
glaucocarpum,glaucocarpum_suffrutescens,has_species
glaucocarpum_suffrutescens,C3_orthotrope,has_trait
glehnia,glehnia_littoralis,has_species
glehnia_littoralis,C3_orthotrope,has_trait
globba,globba_cuspidata,has_species
globba_cuspidata,C1_rampant,has_trait
gloriosa,gloriosa_angulata,has_species
gloriosa_angulata,C3_orthotrope,has_trait
gloriosa,gloriosa_cirrhifolia,has_species
gloriosa_cirrhifolia,C3_orthotrope,has_trait
gloriosa,gloriosa_doniana,has_species
gloriosa_doniana,C3_orthotrope,has_trait
gloriosa,gloriosa_lutea,has_species
gloriosa_lutea,C3_orthotrope,has_trait
gloriosa,gloriosa_nepalensis,has_species
gloriosa_nepalensis,C3_orthotrope,has_trait
gloriosa,gloriosa_rockefelleriana,has_species
gloriosa_rockefelleriana,C3_orthotrope,has_trait
gloriosa,gloriosa_rothschildiana,has_species
gloriosa_rothschildiana,C3_orthotrope,has_trait
gloriosa,gloriosa_verschuurii,has_species
gloriosa_verschuurii,C3_orthotrope,has_trait
glossopetalon,glossopetalon_spinescens,has_species
glossopetalon_spinescens,C3_orthotrope,has_trait
glossopetalon_spinescens,C6_robuste,has_trait
glottiphyllum,glottiphyllum_oligocarpum,has_species
glottiphyllum_oligocarpum,C1_rampant,has_trait
glottiphyllum,glottiphyllum_surrectum,has_species
glottiphyllum_surrectum,C3_orthotrope,has_trait
gloxinia,gloxinia_maculata,has_species
gloxinia_maculata,C3_orthotrope,has_trait
gloxinia,gloxinia_perennis,has_species
gloxinia_perennis,C3_orthotrope,has_trait
glyceria,glyceria_borealis,has_species
glyceria_borealis,C3_orthotrope,has_trait
glyceria,glyceria_fluitans,has_species
glyceria_fluitans,C1_rampant,has_trait
glyceria_fluitans,C9_submergé,has_trait
glyceria,glyceria_grandis,has_species
glyceria_grandis,C1_rampant,has_trait
glyceria,glyceria_leptostachya,has_species
glyceria_leptostachya,C1_rampant,has_trait
glyceria,glyceria_striata,has_species
glyceria_striata,C3_orthotrope,has_trait
glycine,glycine_canescens,has_species
glycine_canescens,C1_rampant,has_trait
glycine_canescens,C2_volubile,has_trait
glycine,glycine_sericea,has_species
glycine_sericea,C1_rampant,has_trait
glycine_sericea,C2_volubile,has_trait
glycine,glycine_tabacina,has_species
glycine_tabacina,C1_rampant,has_trait
glycine_tabacina,C2_volubile,has_trait
glycine,glycine_uniflora,has_species
glycine_uniflora,C2_volubile,has_trait
glycine_uniflora,C3_orthotrope,has_trait
gnaphalium,gnaphalium_alienum,has_species
gnaphalium_alienum,C3_orthotrope,has_trait
gnaphalium,gnaphalium_candidissimum,has_species
gnaphalium_candidissimum,C3_orthotrope,has_trait
gnaphalium,gnaphalium_canescens,has_species
gnaphalium_canescens,C3_orthotrope,has_trait
gnaphalium,gnaphalium_disynanthus,has_species
gnaphalium_disynanthus,C3_orthotrope,has_trait
gnaphalium,gnaphalium_leucopsideum,has_species
gnaphalium_leucopsideum,C1_rampant,has_trait
gnaphalium,gnaphalium_monocephalum,has_species
gnaphalium_monocephalum,C3_orthotrope,has_trait
gnaphalium,gnaphalium_plantaginifolium,has_species
gnaphalium_plantaginifolium,C3_orthotrope,has_trait
gnaphalium,gnaphalium_retusum,has_species
gnaphalium_retusum,C1_rampant,has_trait
gnaphalium,gnaphalium_semipapposum,has_species
gnaphalium_semipapposum,C1_rampant,has_trait
gnaphalium_semipapposum,C3_orthotrope,has_trait
gnetum,gnetum_macrostachyum,has_species
gnetum_macrostachyum,C2_volubile,has_trait
gnetum_macrostachyum,C3_orthotrope,has_trait
gompholobium,gompholobium_ecostatum,has_species
gompholobium_ecostatum,C3_orthotrope,has_trait
gompholobium,gompholobium_glabratum,has_species
gompholobium_glabratum,C3_orthotrope,has_trait
gompholobium,gompholobium_grandiflorum,has_species
gompholobium_grandiflorum,C3_orthotrope,has_trait
gompholobium,gompholobium_inconspicuum,has_species
gompholobium_inconspicuum,C1_rampant,has_trait
gompholobium,gompholobium_marginatum,has_species
gompholobium_marginatum,C1_rampant,has_trait
gompholobium,gompholobium_pungens,has_species
gompholobium_pungens,C3_orthotrope,has_trait
gompholobium,gompholobium_scabrum,has_species
gompholobium_scabrum,C1_rampant,has_trait
gompholobium_scabrum,C3_orthotrope,has_trait
gompholobium,gompholobium_shuttleworthii,has_species
gompholobium_shuttleworthii,C3_orthotrope,has_trait
gompholobium,gompholobium_simplicifolium,has_species
gompholobium_simplicifolium,C1_rampant,has_trait
gompholobium_simplicifolium,C3_orthotrope,has_trait
gompholobium,gompholobium_subulatum,has_species
gompholobium_subulatum,C3_orthotrope,has_trait
gompholobium,gompholobium_tomentosum,has_species
gompholobium_tomentosum,C3_orthotrope,has_trait
gompholobium,gompholobium_venustum,has_species
gompholobium_venustum,C3_orthotrope,has_trait
gompholobium,gompholobium_villosum,has_species
gompholobium_villosum,C3_orthotrope,has_trait
gompholobium,gompholobium_viscidulum,has_species
gompholobium_viscidulum,C3_orthotrope,has_trait
gompholobium,gompholobium_wonganense,has_species
gompholobium_wonganense,C3_orthotrope,has_trait
gonocarpus,gonocarpus_humilis,has_species
gonocarpus_humilis,C1_rampant,has_trait
gonocarpus_humilis,C3_orthotrope,has_trait
gonocarpus,gonocarpus_montanus,has_species
gonocarpus_montanus,C1_rampant,has_trait
gonocarpus,gonocarpus_teucrioides,has_species
gonocarpus_teucrioides,C1_rampant,has_trait
gonogona,gonogona_repens,has_species
gonogona_repens,C1_rampant,has_trait
gonogona_repens,C2_volubile,has_trait
goodenia,goodenia_affinis,has_species
goodenia_affinis,C3_orthotrope,has_trait
goodenia,goodenia_albiflora,has_species
goodenia_albiflora,C3_orthotrope,has_trait
goodenia,goodenia_argillacea,has_species
goodenia_argillacea,C3_orthotrope,has_trait
goodenia,goodenia_arguta,has_species
goodenia_arguta,C3_orthotrope,has_trait
goodenia,goodenia_armstrongiana,has_species
goodenia_armstrongiana,C3_orthotrope,has_trait
goodenia,goodenia_arthrotricha,has_species
goodenia_arthrotricha,C3_orthotrope,has_trait
goodenia,goodenia_bellidifolia,has_species
goodenia_bellidifolia,C3_orthotrope,has_trait
goodenia,goodenia_blackiana,has_species
goodenia_blackiana,C1_rampant,has_trait
goodenia_blackiana,C3_orthotrope,has_trait
goodenia,goodenia_brendannarum,has_species
goodenia_brendannarum,C3_orthotrope,has_trait
goodenia,goodenia_byrnesii,has_species
goodenia_byrnesii,C1_rampant,has_trait
goodenia,goodenia_campestris,has_species
goodenia_campestris,C3_orthotrope,has_trait
goodenia,goodenia_capillosa,has_species
goodenia_capillosa,C3_orthotrope,has_trait
goodenia,goodenia_caroliniana,has_species
goodenia_caroliniana,C3_orthotrope,has_trait
goodenia,goodenia_centralis,has_species
goodenia_centralis,C1_rampant,has_trait
goodenia,goodenia_cirrifica,has_species
goodenia_cirrifica,C3_orthotrope,has_trait
goodenia,goodenia_connata,has_species
goodenia_connata,C3_orthotrope,has_trait
goodenia,goodenia_coronopifolia,has_species
goodenia_coronopifolia,C1_rampant,has_trait
goodenia_coronopifolia,C3_orthotrope,has_trait
goodenia,goodenia_crenata,has_species
goodenia_crenata,C1_rampant,has_trait
goodenia,goodenia_cusackiana,has_species
goodenia_cusackiana,C3_orthotrope,has_trait
goodenia,goodenia_daviesii,has_species
goodenia_daviesii,C3_orthotrope,has_trait
goodenia,goodenia_decursiva,has_species
goodenia_decursiva,C3_orthotrope,has_trait
goodenia,goodenia_delicata,has_species
goodenia_delicata,C3_orthotrope,has_trait
goodenia,goodenia_discophora,has_species
goodenia_discophora,C3_orthotrope,has_trait
goodenia,goodenia_disperma,has_species
goodenia_disperma,C3_orthotrope,has_trait
goodenia,goodenia_drummondii,has_species
goodenia_drummondii,C3_orthotrope,has_trait
goodenia,goodenia_durackiana,has_species
goodenia_durackiana,C3_orthotrope,has_trait
goodenia,goodenia_effusa,has_species
goodenia_effusa,C1_rampant,has_trait
goodenia,goodenia_elderi,has_species
goodenia_elderi,C1_rampant,has_trait
goodenia_elderi,C3_orthotrope,has_trait
goodenia,goodenia_elongata,has_species
goodenia_elongata,C3_orthotrope,has_trait
goodenia,goodenia_fasciculata,has_species
goodenia_fasciculata,C3_orthotrope,has_trait
goodenia,goodenia_forrestii,has_species
goodenia_forrestii,C3_orthotrope,has_trait
goodenia,goodenia_geniculata,has_species
goodenia_geniculata,C3_orthotrope,has_trait
goodenia,goodenia_gibbosa,has_species
goodenia_gibbosa,C1_rampant,has_trait
goodenia,goodenia_glabra,has_species
goodenia_glabra,C1_rampant,has_trait
goodenia,goodenia_glabrata,has_species
goodenia_glabrata,C3_orthotrope,has_trait
goodenia,goodenia_goodeniacea,has_species
goodenia_goodeniacea,C1_rampant,has_trait
goodenia,goodenia_halophila,has_species
goodenia_halophila,C3_orthotrope,has_trait
goodenia,goodenia_hartiana,has_species
goodenia_hartiana,C1_rampant,has_trait
goodenia_hartiana,C3_orthotrope,has_trait
goodenia,goodenia_havilandii,has_species
goodenia_havilandii,C1_rampant,has_trait
goodenia_havilandii,C3_orthotrope,has_trait
goodenia,goodenia_hederacea,has_species
goodenia_hederacea,C1_rampant,has_trait
goodenia_hederacea,C3_orthotrope,has_trait
goodenia,goodenia_helmsii,has_species
goodenia_helmsii,C3_orthotrope,has_trait
goodenia,goodenia_heppleana,has_species
goodenia_heppleana,C1_rampant,has_trait
goodenia_heppleana,C3_orthotrope,has_trait
goodenia,goodenia_heterochila,has_species
goodenia_heterochila,C3_orthotrope,has_trait
goodenia,goodenia_hirsuta,has_species
goodenia_hirsuta,C1_rampant,has_trait
goodenia,goodenia_holtzeana,has_species
goodenia_holtzeana,C1_rampant,has_trait
goodenia_holtzeana,C3_orthotrope,has_trait
goodenia,goodenia_integerrima,has_species
goodenia_integerrima,C3_orthotrope,has_trait
goodenia,goodenia_iyouta,has_species
goodenia_iyouta,C1_rampant,has_trait
goodenia,goodenia_kakadu,has_species
goodenia_kakadu,C1_rampant,has_trait
goodenia,goodenia_konigsbergeri,has_species
goodenia_konigsbergeri,C1_rampant,has_trait
goodenia,goodenia_krauseana,has_species
goodenia_krauseana,C1_rampant,has_trait
goodenia_krauseana,C3_orthotrope,has_trait
goodenia,goodenia_laevis,has_species
goodenia_laevis,C1_rampant,has_trait
goodenia_laevis,C3_orthotrope,has_trait
goodenia,goodenia_lanata,has_species
goodenia_lanata,C1_rampant,has_trait
goodenia,goodenia_leiosperma,has_species
goodenia_leiosperma,C3_orthotrope,has_trait
goodenia,goodenia_lobata,has_species
goodenia_lobata,C3_orthotrope,has_trait
goodenia,goodenia_lyrata,has_species
goodenia_lyrata,C1_rampant,has_trait
goodenia,goodenia_macroplectra,has_species
goodenia_macroplectra,C3_orthotrope,has_trait
goodenia,goodenia_maideniana,has_species
goodenia_maideniana,C1_rampant,has_trait
goodenia,goodenia_malvina,has_species
goodenia_malvina,C1_rampant,has_trait
goodenia,goodenia_megasepala,has_species
goodenia_megasepala,C1_rampant,has_trait
goodenia,goodenia_micrantha,has_species
goodenia_micrantha,C1_rampant,has_trait
goodenia_micrantha,C3_orthotrope,has_trait
goodenia,goodenia_modesta,has_species
goodenia_modesta,C3_orthotrope,has_trait
goodenia,goodenia_montana,has_species
